"code";"deb_sem";"abon";"abv";"abz";"ahh";"ajb";"ambl";"ants";"atb";"bel";"bela";"bhk";"boe";"bos";"cda";"die";"diri";"do";"dri";"ejd";"far";"fito";"fns";"iho";"mae";"mand";"mdv";"mhj";"mia";"miad";"mjr";"mnj";"mnld";"mora";"mrb";"mrg";"mrt";"mtn";"nsb";"samp";"sbv";"sm";"stm";"tanb";"tdd";"tgr";"tlr";"toa";"tomp";"tsar";"tsim";"tsl";"velo";"vink";"vola"
"2012_42";"2012-10-15";1;27;2;13;1;0;10;3;40;1;2;15;2;2;0;0;0;16;3;98;0;2;2;58;1;12;7;10;0;0;56;4;1;50;10;18;29;23;0;0;0;9;3;30;4;9;43;2;0;8;0;2;1;1
"2012_41";"2012-10-08";0;5;3;0;1;1;1;1;36;1;5;7;3;0;2;1;0;11;0;0;3;0;2;33;0;8;8;3;2;0;81;4;1;35;10;20;49;3;1;9;1;4;0;7;7;5;26;4;0;5;0;1;1;0
"2012_40";"2012-10-01";1;27;2;11;2;1;7;8;27;0;5;35;3;2;0;0;1;4;5;107;3;0;8;81;0;10;7;17;6;0;50;1;1;44;7;14;5;19;2;18;1;4;1;15;3;13;49;4;1;12;2;2;2;0
"2012_39";"2012-09-24";0;14;0;14;1;1;4;8;20;4;3;20;4;0;4;0;0;6;1;62;1;2;3;5;0;13;0;53;6;3;40;2;1;11;8;25;41;10;1;4;0;0;0;6;2;4;43;4;1;22;0;2;0;0
"2012_38";"2012-09-17";0;14;2;21;2;0;10;8;49;2;5;22;3;2;2;0;2;9;3;28;1;1;10;80;0;11;2;58;3;1;33;5;1;34;3;19;46;2;3;5;0;0;5;27;7;9;28;1;0;20;0;2;2;1
"2012_37";"2012-09-10";0;14;0;6;0;2;1;4;22;3;0;38;0;0;1;1;2;6;0;82;5;2;7;39;1;26;4;46;9;0;34;3;0;3;0;20;26;3;3;22;0;4;1;26;5;5;68;3;0;1;1;1;1;0
"2012_36";"2012-09-03";1;22;0;24;1;1;6;4;60;3;0;24;3;2;2;0;2;1;4;41;2;1;10;77;0;6;3;28;0;1;93;0;0;49;1;14;12;1;2;17;0;5;4;4;6;0;35;0;1;19;2;0;2;0
"2012_35";"2012-08-27";1;17;0;13;2;2;0;1;71;2;4;14;1;2;0;1;1;15;0;45;3;0;1;34;1;11;6;4;8;3;67;1;2;34;13;11;43;7;0;10;2;9;1;4;5;7;34;4;1;0;1;1;0;0
"2012_34";"2012-08-20";1;22;2;22;1;2;12;8;60;2;2;5;3;2;4;1;0;2;5;31;2;5;6;79;1;12;1;11;0;3;8;2;1;2;0;6;49;2;2;9;2;7;4;17;2;12;63;2;1;16;1;0;2;0
"2012_33";"2012-08-13";1;22;0;8;2;2;9;4;102;1;5;30;0;0;4;0;2;2;0;39;0;2;5;81;0;10;6;34;6;0;23;3;0;21;13;10;12;5;1;9;2;7;5;25;2;0;22;0;0;24;1;0;1;0
"2012_32";"2012-08-06";1;22;1;1;2;1;5;4;102;2;3;5;3;0;4;1;0;6;3;1;2;4;4;59;1;15;0;33;4;2;100;1;0;27;3;8;4;23;2;15;0;4;2;26;4;1;44;2;1;14;2;1;2;1
"2012_31";"2012-07-30";1;28;1;20;1;0;10;3;104;4;5;23;2;0;1;0;2;16;0;101;0;2;0;71;0;7;1;27;6;0;52;3;2;17;4;25;32;21;0;15;2;4;2;1;6;2;44;0;1;7;2;1;0;1
"2012_30";"2012-07-23";0;18;3;27;0;1;3;8;56;4;4;34;2;0;0;1;1;7;1;9;3;4;9;40;1;0;1;35;2;0;88;3;0;20;9;6;17;13;1;17;2;0;5;9;2;12;29;2;1;5;1;2;0;1
"2012_29";"2012-07-16";1;14;1;28;2;1;10;3;67;1;0;22;3;1;3;0;0;14;5;89;5;0;2;25;1;10;6;46;2;1;50;0;1;37;6;0;30;21;0;13;2;5;0;9;6;13;24;2;1;12;2;2;0;1
"2012_28";"2012-07-09";0;23;3;21;1;1;0;4;72;0;4;3;4;2;3;0;0;8;3;65;5;3;9;54;1;1;8;28;0;1;92;0;1;24;6;21;19;4;0;5;1;8;1;22;6;2;69;3;1;12;1;0;2;0
"2012_27";"2012-07-02";0;29;3;13;2;1;4;2;74;1;0;13;2;0;2;1;1;15;8;43;1;0;10;75;0;19;2;30;5;2;9;4;0;52;2;10;36;11;3;3;0;5;3;21;2;12;64;4;0;15;1;0;2;0
"2012_26";"2012-06-25";0;16;2;14;2;2;12;2;59;1;2;22;2;2;5;1;0;4;6;40;1;5;9;84;0;17;3;54;1;0;30;2;0;16;12;11;5;5;3;21;2;1;3;5;8;11;5;1;0;2;2;1;0;1
"2012_25";"2012-06-18";0;19;0;9;0;0;4;2;24;3;4;17;3;1;0;1;1;12;0;28;0;4;6;82;0;28;5;4;4;2;103;0;1;47;6;3;37;11;0;20;1;6;0;19;3;4;3;0;0;18;2;1;0;0
"2012_24";"2012-06-11";0;27;2;26;0;2;3;2;30;0;0;38;2;1;4;0;2;13;7;36;6;3;4;24;1;1;2;16;5;1;94;1;1;11;10;15;15;23;1;15;2;6;3;7;8;2;40;2;1;16;0;2;2;0
"2012_23";"2012-06-04";0;11;2;2;1;0;8;5;22;0;2;8;2;2;1;0;1;16;9;3;0;5;8;21;0;7;3;41;0;0;111;3;0;53;9;19;45;8;1;16;1;4;3;31;7;5;45;2;1;11;0;2;1;1
"2012_22";"2012-05-28";1;0;1;2;2;0;5;8;104;3;3;23;2;0;4;1;1;11;0;4;0;5;6;6;1;19;4;57;8;2;99;2;0;17;6;8;9;8;3;4;2;3;3;5;3;12;40;1;0;14;0;0;1;1
"2012_21";"2012-05-21";1;29;2;20;2;2;0;0;75;4;3;32;4;2;4;1;2;13;8;57;4;5;3;83;1;11;7;11;4;2;48;1;2;16;11;24;40;13;3;4;2;3;3;28;2;13;44;4;0;23;1;1;0;0
"2012_20";"2012-05-14";1;15;0;9;0;2;12;4;109;2;3;26;3;1;2;0;0;6;9;16;6;5;10;84;1;26;4;13;8;1;72;4;1;58;2;8;0;20;1;2;0;3;0;11;7;13;56;3;0;18;2;2;2;1
"2012_19";"2012-05-07";1;16;1;7;0;2;6;6;53;3;3;18;3;1;4;1;2;6;1;44;4;1;4;29;1;17;6;44;2;2;116;1;2;46;13;9;28;1;3;19;2;1;1;23;0;3;5;2;1;7;1;2;2;1
"2012_18";"2012-04-30";0;28;3;30;2;1;0;6;68;0;1;5;0;2;1;1;2;7;5;35;3;4;8;75;1;11;5;4;5;1;7;1;1;19;8;21;25;5;3;4;2;4;5;14;0;7;72;1;1;22;2;2;2;1
"2012_17";"2012-04-23";1;31;2;8;0;0;2;2;5;1;0;23;2;0;0;1;0;12;2;74;4;1;0;53;0;25;5;7;2;2;55;0;0;53;4;26;24;1;3;20;2;1;5;19;7;10;66;4;1;22;2;2;2;0
"2012_16";"2012-04-16";1;14;2;26;1;0;3;2;22;0;5;24;1;2;0;1;2;1;2;36;0;1;0;11;1;20;1;18;9;2;101;5;2;1;11;2;9;16;2;21;1;7;0;30;3;7;55;1;1;18;0;0;1;0
"2012_15";"2012-04-09";0;2;1;26;0;0;1;7;70;2;2;14;3;1;4;1;0;2;7;45;0;3;8;6;0;10;7;27;0;0;90;4;2;1;8;8;26;20;2;14;0;9;4;1;7;13;21;2;0;14;1;2;1;1
"2012_14";"2012-04-02";0;3;2;13;1;0;2;7;20;3;3;2;0;2;1;0;1;15;2;37;4;5;0;15;1;3;8;11;0;0;12;3;1;51;3;12;24;20;3;21;1;7;4;2;1;3;25;4;1;25;2;0;2;1
"2012_13";"2012-03-26";1;30;2;8;2;2;0;5;42;0;2;5;1;2;1;0;1;3;8;45;6;3;5;24;1;2;0;48;4;1;112;3;2;11;8;15;43;11;1;3;2;3;5;30;7;12;74;0;0;22;2;1;1;0
"2012_12";"2012-03-19";0;23;3;23;0;2;3;6;18;0;5;0;2;2;4;1;2;0;5;82;0;1;8;67;1;24;4;42;2;3;18;0;1;38;10;23;47;7;3;16;1;4;3;15;5;15;31;3;0;1;1;2;1;1
"2012_11";"2012-03-12";1;21;1;31;2;0;12;8;10;0;2;9;3;2;4;1;0;11;5;22;3;2;2;4;0;19;8;55;0;2;81;2;1;22;13;11;3;4;2;9;1;0;5;7;5;0;8;1;1;14;2;1;0;0
"2012_10";"2012-03-05";0;22;3;11;0;0;12;2;11;3;1;11;4;1;1;1;0;5;2;37;6;5;9;4;1;18;6;22;1;0;86;0;1;25;11;19;22;14;3;10;2;7;0;20;2;2;44;3;0;10;1;1;1;1
"2012_09";"2012-02-27";0;16;0;29;1;2;2;2;74;3;2;23;3;2;0;1;0;5;7;46;4;4;9;51;1;16;4;42;4;0;89;4;0;0;12;2;48;8;0;14;1;6;1;32;7;6;31;0;0;3;0;2;1;1
"2012_08";"2012-02-20";1;12;0;31;0;0;7;5;101;1;3;27;3;0;2;1;0;12;4;24;3;5;6;32;0;2;0;36;1;1;37;4;2;19;9;25;40;7;0;13;2;1;5;19;8;4;60;2;0;1;2;2;2;1
"2012_07";"2012-02-13";0;19;3;3;1;2;4;8;85;0;1;25;3;2;2;0;2;12;5;97;3;2;8;50;1;9;7;51;8;1;46;5;0;30;0;10;34;8;2;7;0;1;2;12;0;10;30;1;1;16;0;1;0;0
"2012_06";"2012-02-06";1;23;0;19;0;1;5;3;56;4;1;1;4;1;5;0;0;9;4;107;0;2;7;80;0;10;4;46;5;2;3;5;1;42;13;17;28;10;1;22;1;1;1;2;0;1;71;3;0;5;0;1;2;1
"2012_05";"2012-01-30";0;2;0;26;0;2;2;5;2;1;4;15;3;0;1;0;2;15;7;59;0;2;6;11;0;11;0;23;6;1;55;5;0;7;5;23;36;12;1;18;2;9;4;7;5;13;41;2;0;0;0;2;1;1
"2012_04";"2012-01-23";0;14;2;21;2;2;12;7;62;2;3;20;2;1;2;0;1;14;4;2;4;5;5;81;1;27;8;23;4;0;22;5;1;3;6;8;26;22;3;8;1;6;4;22;6;12;69;2;0;23;2;2;2;1
"2012_03";"2012-01-16";1;20;0;23;0;2;9;8;13;0;2;8;0;1;3;1;1;14;7;31;4;5;10;28;1;28;4;8;6;3;18;2;1;40;13;23;1;6;1;21;0;9;3;3;4;9;29;2;1;20;2;1;0;1
"2012_02";"2012-01-09";1;1;0;14;1;1;3;7;31;1;2;29;2;1;2;1;0;10;7;58;5;0;6;64;0;10;6;50;1;2;90;2;0;40;11;20;48;1;0;14;1;6;0;4;7;0;12;1;0;16;2;0;0;1
"2012_01";"2012-01-02";0;32;0;20;2;1;8;8;86;2;2;1;0;2;0;1;1;12;6;32;6;1;4;30;1;11;0;42;9;1;31;1;2;12;0;24;14;1;1;8;1;8;4;25;2;4;57;1;1;2;2;2;1;0
"2011_52";"2011-12-26";1;27;0;9;1;1;8;3;84;3;0;21;4;1;5;1;0;16;0;61;5;1;6;60;0;24;5;58;6;2;21;5;1;5;2;25;20;3;2;24;2;0;1;17;1;15;26;4;0;8;1;0;0;0
"2011_51";"2011-12-19";1;32;0;33;0;0;12;8;46;2;0;0;3;2;0;1;0;0;0;15;1;5;3;28;1;16;0;5;3;0;75;3;2;54;13;11;44;3;2;2;1;1;0;21;8;2;44;0;1;8;0;1;0;1
"2011_50";"2011-12-12";1;13;1;6;1;2;8;0;37;0;1;21;0;1;3;0;1;10;7;13;4;4;2;60;0;9;0;25;5;1;64;5;2;41;12;21;36;22;3;23;1;6;5;24;7;9;10;0;0;13;2;0;0;0
"2011_49";"2011-12-05";1;29;3;27;0;1;7;3;84;2;3;5;1;2;3;1;1;8;1;27;1;3;7;56;0;6;6;32;4;1;34;1;0;53;13;18;17;17;2;8;1;9;4;14;4;14;16;2;0;16;2;0;1;1
"2011_48";"2011-11-28";1;1;0;21;1;0;2;1;83;4;1;33;4;1;5;1;1;9;4;21;2;4;3;7;1;21;7;53;1;2;34;5;1;51;7;19;28;20;3;24;0;3;3;10;7;13;16;0;0;1;2;1;0;0
"2011_47";"2011-11-21";1;0;1;33;1;0;6;4;38;3;2;39;4;2;3;1;2;10;5;75;0;2;2;45;0;26;6;42;5;3;10;4;2;55;13;22;23;21;1;13;1;5;2;25;6;15;26;1;1;5;2;2;2;1
"2011_46";"2011-11-14";0;31;3;28;0;1;3;8;35;1;3;6;0;2;0;1;0;9;9;17;0;1;1;28;1;1;4;16;5;0;64;1;2;4;3;8;31;7;2;24;0;9;3;2;1;6;6;0;1;8;0;2;1;0
"2011_45";"2011-11-07";1;2;1;14;2;2;2;1;65;4;5;17;0;0;4;0;0;16;5;8;2;1;5;7;1;12;0;45;9;2;11;0;0;50;0;29;39;18;0;19;1;7;1;29;6;9;58;4;1;5;1;2;0;0
"2011_44";"2011-10-31";0;19;1;14;1;0;10;2;111;0;4;30;2;2;5;1;0;4;8;35;1;1;1;54;1;1;5;33;8;2;37;3;2;35;4;14;33;1;2;5;0;5;2;14;3;0;42;2;0;13;2;0;2;0
"2011_43";"2011-10-24";0;26;2;3;1;1;4;8;98;0;4;24;3;0;2;1;0;14;1;9;6;0;8;25;0;29;1;15;9;3;44;1;2;18;4;22;22;8;1;4;0;7;4;4;7;7;33;3;1;8;1;1;0;0
"2011_42";"2011-10-17";0;14;3;32;2;0;4;2;88;1;0;9;3;2;4;0;1;8;6;71;4;1;2;3;1;1;7;12;3;1;47;0;1;30;13;27;4;17;3;20;1;5;4;6;1;12;20;0;1;6;1;2;1;0
"2011_41";"2011-10-10";0;26;1;8;0;0;7;2;50;3;2;29;4;2;1;0;1;7;4;47;6;5;10;18;1;24;5;45;9;2;112;2;2;33;9;15;11;17;2;21;2;8;4;3;7;3;15;3;0;17;2;0;2;0
"2011_40";"2011-10-03";0;27;1;15;2;1;6;0;62;1;0;2;2;2;4;0;2;10;1;105;3;0;2;11;0;16;3;47;9;3;79;3;1;49;11;0;42;19;3;12;2;5;3;13;5;4;5;4;1;23;2;0;1;0
"2011_39";"2011-09-26";1;8;2;2;1;1;11;3;108;1;5;38;0;1;5;0;2;3;1;27;3;3;6;38;0;14;4;14;4;1;35;5;1;49;1;0;25;14;3;17;2;4;4;28;3;6;14;4;1;9;1;0;0;1
"2011_38";"2011-09-19";0;22;3;28;0;0;1;7;43;2;4;23;1;0;3;1;1;11;6;42;4;2;0;36;0;17;4;47;1;0;113;0;2;7;7;12;29;9;3;9;1;2;5;1;6;2;70;0;0;6;0;0;1;0
"2011_37";"2011-09-12";1;1;1;7;0;1;2;0;49;3;4;11;3;0;5;1;1;8;3;45;2;3;7;40;0;1;0;3;9;0;71;0;2;12;3;11;4;12;3;13;1;4;0;10;4;10;61;1;0;24;1;0;0;0
"2011_36";"2011-09-05";1;19;0;8;2;2;3;8;98;0;0;18;4;0;5;1;2;5;6;28;0;1;3;81;0;24;3;39;8;0;17;4;1;8;1;4;35;23;3;11;0;1;5;32;2;0;37;3;0;19;2;1;2;0
"2011_35";"2011-08-29";0;14;1;1;2;2;12;0;102;0;2;1;1;1;1;0;2;10;4;50;6;2;8;10;1;13;1;37;3;0;105;2;0;40;4;9;44;20;2;14;2;9;4;11;7;11;30;2;0;0;1;2;1;0
"2011_34";"2011-08-22";1;20;0;18;1;2;10;6;10;2;3;0;4;1;5;1;1;3;3;88;4;2;3;47;0;20;5;42;1;1;3;4;0;13;7;18;33;3;0;18;2;1;5;8;5;9;58;0;0;16;1;0;0;0
"2011_33";"2011-08-15";0;16;3;21;1;2;3;2;9;3;3;5;4;0;5;1;0;12;6;77;0;1;1;28;1;1;0;27;4;0;68;0;0;25;9;10;12;16;0;21;0;7;4;17;8;4;47;0;0;7;1;1;2;0
"2011_32";"2011-08-08";0;14;1;19;2;2;1;7;48;4;3;14;1;0;4;1;0;8;5;22;6;4;5;35;1;10;4;12;4;2;76;2;0;22;9;16;19;3;3;8;2;7;4;20;8;5;74;2;1;21;0;0;0;1
"2011_31";"2011-08-01";1;15;0;17;0;2;1;2;36;3;4;33;1;1;0;0;1;7;2;15;3;1;8;50;1;20;6;34;9;1;56;2;0;37;1;4;31;23;2;14;0;0;3;8;2;8;38;1;1;24;1;1;2;0
"2011_30";"2011-07-25";1;7;2;25;2;2;12;0;17;3;1;5;3;1;4;1;0;8;2;34;4;3;6;34;0;10;1;35;4;2;115;1;1;54;0;9;6;15;2;8;1;8;4;13;3;12;29;3;0;14;0;0;2;1
"2011_29";"2011-07-18";1;22;1;25;2;0;4;7;15;4;0;25;3;1;2;1;1;5;8;95;0;4;6;84;1;22;0;27;0;0;8;0;2;43;7;10;30;11;3;24;0;6;3;21;0;5;53;3;1;25;0;0;0;1
"2011_28";"2011-07-11";1;7;0;24;1;0;3;7;59;2;3;30;4;1;2;0;0;11;3;8;1;5;4;41;1;6;3;42;4;1;31;5;1;7;7;5;37;14;1;1;2;2;0;19;1;2;50;3;0;13;0;1;1;0
"2011_27";"2011-07-04";1;8;3;32;0;0;0;2;27;0;4;37;3;0;2;0;0;5;9;77;4;0;8;39;0;15;4;12;0;0;94;0;0;15;5;23;15;23;1;15;1;4;1;9;8;14;53;2;0;14;1;2;0;0
"2011_26";"2011-06-27";0;26;2;25;2;0;10;8;74;1;1;27;4;2;5;0;0;1;7;32;1;1;6;23;0;1;5;40;1;2;85;4;0;39;5;6;2;23;0;5;0;2;1;15;4;0;12;4;1;20;0;2;1;1
"2011_25";"2011-06-20";1;15;3;23;1;0;7;4;72;1;5;31;4;1;3;1;0;13;0;72;4;0;0;19;0;23;0;15;2;2;111;1;1;35;12;16;25;5;2;23;1;6;2;11;6;10;48;4;1;2;2;0;2;1
"2011_24";"2011-06-13";1;2;0;32;2;2;1;4;64;3;1;15;4;0;5;0;0;5;1;90;2;4;10;20;0;10;8;38;4;2;105;3;1;48;8;22;25;11;2;21;1;8;5;17;0;2;5;1;1;4;1;1;0;0
"2011_23";"2011-06-06";0;2;2;33;0;2;0;4;91;3;3;3;1;0;5;1;0;3;3;80;2;1;7;70;0;14;6;26;4;1;110;1;0;6;9;13;41;4;0;19;2;1;3;10;8;2;65;1;1;16;2;0;1;1
"2011_22";"2011-05-30";1;11;3;22;1;2;2;2;6;1;0;7;1;1;4;1;1;9;8;86;4;4;4;25;0;19;1;37;3;0;70;4;0;50;12;21;6;12;3;15;0;2;5;7;0;9;26;1;1;24;1;0;0;0
"2011_21";"2011-05-23";0;32;3;19;1;1;8;0;82;3;3;33;2;2;2;0;1;7;3;57;5;5;0;54;0;29;2;30;6;3;47;0;1;4;4;11;36;6;2;3;0;4;3;19;1;7;57;0;0;21;1;0;2;1
"2011_20";"2011-05-16";0;31;2;32;1;2;12;2;82;1;5;27;4;0;4;0;1;8;5;32;4;2;8;77;1;16;4;52;9;3;46;5;2;56;2;19;41;16;1;2;1;6;1;19;5;7;11;2;1;18;1;2;1;1
"2011_19";"2011-05-09";1;5;0;4;0;1;6;5;30;4;0;15;4;2;3;0;0;12;5;15;0;4;9;7;0;24;1;54;4;3;108;1;0;53;0;18;38;7;2;17;2;4;5;26;7;5;75;3;0;23;0;0;2;0
"2011_18";"2011-05-02";1;22;1;8;1;0;6;1;32;2;3;16;2;2;4;0;0;8;1;3;0;1;8;27;0;28;2;25;1;3;91;3;1;38;8;0;10;16;2;12;0;0;4;16;3;12;18;1;1;6;1;2;0;0
"2011_17";"2011-04-25";0;19;0;22;0;0;0;2;22;2;5;21;3;2;1;1;1;8;7;97;0;2;6;15;1;25;2;15;3;2;5;3;1;33;3;26;35;11;1;12;0;6;0;9;3;0;63;1;0;9;1;2;1;0
"2011_16";"2011-04-18";1;18;1;18;2;1;9;1;64;1;3;30;0;0;0;1;0;3;8;23;0;1;7;10;0;0;8;56;7;2;102;2;1;2;9;13;7;9;1;15;0;5;3;25;2;14;27;0;0;24;1;0;2;0
"2011_15";"2011-04-11";0;15;1;7;2;1;11;4;100;1;2;18;0;1;4;1;2;14;3;95;0;1;1;27;1;9;6;14;8;0;37;4;2;43;13;6;20;23;1;13;0;0;2;28;1;2;40;1;1;8;2;2;0;1
"2011_14";"2011-04-04";0;10;1;32;1;2;6;5;44;1;2;31;3;2;5;1;1;1;9;22;6;2;3;33;1;22;1;13;0;3;76;3;2;5;1;10;49;19;3;7;1;0;5;23;3;9;2;1;0;20;1;0;1;0
"2011_13";"2011-03-28";1;24;2;1;0;1;4;0;98;0;0;17;0;1;2;0;2;11;4;75;2;5;0;80;1;16;3;26;4;3;24;0;2;50;6;27;3;0;2;23;1;7;4;15;3;4;10;2;0;16;2;1;2;0
"2011_12";"2011-03-21";0;26;3;9;2;0;7;0;15;4;3;27;2;2;0;0;0;3;1;24;5;3;8;20;0;8;3;37;6;0;5;3;1;23;10;13;11;7;3;15;1;6;1;0;6;13;62;0;0;2;1;2;2;0
"2011_11";"2011-03-14";1;6;1;23;1;1;1;0;38;0;2;0;2;2;5;0;1;6;0;100;0;4;6;1;0;9;7;11;6;3;81;3;2;31;5;23;24;21;3;19;1;1;3;26;5;12;18;1;1;6;0;1;1;1
"2011_10";"2011-03-07";1;13;3;24;2;1;12;4;62;0;3;34;1;1;1;1;1;13;0;71;0;3;3;4;1;22;1;35;6;3;33;1;1;43;1;13;37;14;1;7;0;9;2;7;8;6;0;3;1;10;0;1;2;1
"2011_09";"2011-02-28";1;21;2;8;1;2;7;5;0;0;0;14;0;2;5;0;0;0;2;63;2;4;4;24;0;3;4;55;4;1;39;1;0;12;12;22;22;11;2;9;0;1;5;1;7;2;27;4;1;12;0;2;2;0
"2011_08";"2011-02-21";0;24;3;0;0;1;1;2;38;3;1;22;2;0;0;0;1;15;8;42;5;1;4;16;0;3;0;15;9;3;95;0;2;58;9;8;43;2;1;13;2;2;0;25;7;7;15;0;1;2;0;0;1;0
"2011_07";"2011-02-14";0;1;2;11;0;2;5;0;80;3;4;35;4;0;4;0;1;12;6;51;6;4;4;41;1;22;2;2;2;3;48;2;0;49;4;1;14;7;3;10;1;0;3;2;2;3;41;1;0;9;1;0;2;0
"2011_06";"2011-02-07";1;5;1;3;1;0;7;1;43;0;1;11;3;1;4;1;1;1;0;3;1;3;4;3;1;10;3;50;8;1;95;3;1;7;12;25;25;4;3;10;0;3;1;0;2;12;11;3;0;4;2;2;1;1
"2011_05";"2011-01-31";1;5;0;22;2;1;11;3;111;4;3;7;3;1;0;0;0;6;2;75;4;4;2;42;0;0;8;23;0;2;56;2;0;25;3;7;23;21;2;0;0;8;1;10;1;1;32;3;0;4;1;1;0;0
"2011_04";"2011-01-24";1;11;3;31;2;2;1;3;24;2;1;10;1;2;3;0;2;2;4;89;1;5;3;63;1;1;4;30;1;2;103;3;2;1;0;26;48;4;0;13;1;3;0;10;7;13;61;2;1;21;1;1;0;1
"2011_03";"2011-01-17";1;22;2;31;1;1;2;2;91;4;4;27;0;2;2;0;0;7;6;84;1;4;10;60;0;17;3;39;2;0;18;3;1;0;13;24;44;22;3;14;0;0;5;5;3;10;13;4;1;22;2;1;2;0
"2011_02";"2011-01-10";1;5;3;12;1;0;2;3;97;4;4;35;4;1;2;1;1;11;2;30;4;4;3;76;0;21;7;25;3;0;8;0;1;18;0;19;8;13;2;18;2;0;0;6;5;14;16;2;1;11;2;2;0;0
"2011_01";"2011-01-03";0;13;3;18;2;2;11;0;76;0;4;3;1;1;4;1;1;6;2;87;0;5;3;71;1;3;1;46;7;1;26;1;0;58;13;22;18;2;1;2;1;2;1;20;3;8;56;3;1;25;1;0;2;1
"2010_52";"2010-12-27";1;13;1;7;0;2;8;8;66;1;1;28;2;1;0;1;0;12;0;34;3;0;4;28;0;7;8;48;4;0;6;0;0;31;3;5;1;6;0;21;2;0;2;22;5;15;33;2;0;17;2;2;0;0
"2010_51";"2010-12-20";0;20;0;31;1;0;4;1;62;1;2;23;3;1;2;0;1;11;0;31;3;0;4;34;1;10;5;46;4;3;19;0;2;47;8;8;34;8;2;19;2;3;0;1;7;8;37;4;0;5;0;0;1;1
"2010_50";"2010-12-13";0;8;1;15;1;2;7;5;92;4;0;29;3;0;2;1;2;13;0;96;1;3;2;30;0;25;5;6;9;2;43;3;1;14;1;28;10;3;2;14;2;7;2;13;6;13;65;3;0;8;1;2;2;0
"2010_49";"2010-12-06";1;17;3;33;2;1;7;3;11;1;0;22;3;0;2;0;0;14;6;12;5;0;5;83;0;19;5;55;7;3;115;0;0;24;3;12;23;17;3;21;0;2;2;30;0;1;68;2;1;1;0;1;1;1
"2010_48";"2010-11-29";1;18;0;25;1;1;4;5;26;1;1;2;0;1;5;0;1;2;5;102;0;4;0;70;0;6;7;49;3;1;113;3;0;7;4;0;33;18;2;14;2;8;2;13;2;5;19;4;0;12;1;2;2;1
"2010_47";"2010-11-22";1;0;1;2;1;2;0;4;74;1;4;28;0;2;2;1;2;11;4;0;2;0;9;53;0;3;6;32;0;0;110;0;0;21;6;13;40;5;2;12;0;9;3;22;3;7;1;1;1;14;2;0;0;0
"2010_46";"2010-11-15";1;15;0;25;1;0;5;1;46;0;2;2;4;0;0;1;1;3;9;97;0;4;9;69;0;15;7;40;9;1;58;1;1;59;13;27;29;13;0;7;2;6;3;13;6;6;14;2;0;2;1;1;2;1
"2010_45";"2010-11-08";1;4;0;26;0;2;12;7;34;0;5;37;3;2;1;1;1;1;4;48;6;4;2;83;1;8;8;5;9;0;93;4;2;6;2;20;19;10;0;10;1;3;5;12;5;9;16;3;0;14;1;1;2;0
"2010_44";"2010-11-01";1;18;3;11;2;0;6;1;0;3;5;30;0;1;4;1;0;7;4;19;5;1;5;26;1;2;3;17;0;1;61;4;0;30;0;23;13;5;3;4;1;8;1;14;7;7;17;3;0;1;0;0;2;0
"2010_43";"2010-10-25";1;7;3;28;0;1;12;3;65;0;0;8;4;0;1;1;2;4;5;46;0;4;8;80;0;24;7;34;7;0;91;3;1;9;7;7;7;4;1;24;1;8;1;6;3;14;10;4;1;21;2;2;1;0
"2010_42";"2010-10-18";0;28;2;23;2;0;9;1;32;2;3;10;4;2;3;0;0;4;9;75;2;4;0;42;0;5;8;54;5;1;56;1;0;40;0;26;20;20;1;18;0;0;4;1;1;1;37;1;1;25;1;2;2;0
"2010_41";"2010-10-11";0;10;3;14;1;0;2;1;83;2;4;7;0;2;5;0;2;9;3;1;5;2;5;57;1;22;4;43;1;0;80;2;0;2;5;6;49;20;0;7;2;4;2;21;6;5;3;1;0;17;1;1;0;1
"2010_40";"2010-10-04";1;3;1;1;0;0;11;3;55;3;3;19;4;1;0;0;2;9;6;45;0;4;6;12;0;5;7;37;4;2;7;3;1;39;11;4;17;6;2;2;2;0;2;24;3;5;75;1;1;4;0;0;1;0
"2010_39";"2010-09-27";0;13;2;31;1;2;4;5;58;1;5;39;2;1;2;1;2;1;1;7;3;0;8;69;1;20;1;36;6;2;107;2;1;52;3;14;24;7;0;12;1;8;3;26;1;12;24;4;1;25;2;2;0;1
"2010_38";"2010-09-20";1;1;3;25;0;0;0;2;98;3;2;27;3;2;0;0;0;3;4;38;6;1;0;60;1;28;5;26;8;0;58;4;1;23;0;29;43;1;0;6;2;7;4;23;4;13;47;4;1;3;0;2;1;0
"2010_37";"2010-09-13";1;16;3;26;0;0;2;8;37;1;1;1;1;1;0;0;2;8;4;32;1;3;8;52;0;8;4;37;5;2;73;5;0;54;8;2;44;9;2;8;2;0;1;0;3;9;44;1;0;16;1;0;2;1
"2010_36";"2010-09-06";0;9;0;22;1;0;2;5;67;0;5;25;0;2;1;0;2;15;6;98;6;5;1;83;1;22;0;6;1;0;17;1;0;48;8;17;19;0;0;13;0;7;4;27;4;14;29;3;1;22;2;0;0;1
"2010_35";"2010-08-30";1;13;3;22;1;1;0;5;46;2;5;2;4;2;3;0;1;12;4;66;4;1;4;37;1;15;4;0;1;0;53;0;0;39;10;8;48;2;2;22;0;4;4;1;5;4;27;2;0;12;1;0;2;0
